"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http://unknown.org/captive","identificationID","lifeStage","occurrenceRemarks","identificationRemarks","sex"
"140","Rana draytonii Baird & Girard, 1852","-122.4892","37.81566","cdc,cdround","gbif","3859621278","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:19.055+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-26T17:50:39","28329","NORTH_AMERICA","California","2022"," 6","22","2022-06-22","2022-06-27T06:23:09.000+00:00","2023-02-20T17:12:19.055+00:00","https://www.inaturalist.org/observations/123563964","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Lev Jacob","Lev Jacob","WGS84","Amphibia","US","United States of America","Lev Jacob","123563964","levjacob","Coordinate uncertainty increased to 28329m to protect threatened taxon","2022/06/22 10:47 AM","Observations","3859621278","Golden Gate National Recreation Area, US-CA, US","https://www.inaturalist.org/observations/123563964","67016","123563964","iNaturalist","10:47:00-07:00","wild","273611003",NA,NA,NA,NA
"141","Rana draytonii Baird & Girard, 1852","-122.4808","37.60946","cdc,cdround","gbif","3860213334","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:34.458+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-26T23:09:13","28359","NORTH_AMERICA","California","2022"," 6","19","2022-06-19","2022-07-12T16:34:05.000+00:00","2023-02-20T17:05:34.458+00:00","https://www.inaturalist.org/observations/123614671","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","ericaharris123","ericaharris123","WGS84","Amphibia","US","United States of America","ericaharris123","123614671","ericaharris123","Coordinate uncertainty increased to 28359m at the request of the observer","2022-06-19 14:25:04-07:00","Observations","3860213334","California, US","https://www.inaturalist.org/observations/123614671","67016","123614671","iNaturalist","14:25:04-07:00","wild","273702882","Larva",NA,NA,NA
"142","Rana draytonii Baird & Girard, 1852","-122.4821","37.78850","cdc,cdround","gbif","3859708280","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:04:53.054+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-26T23:52:01","28359","NORTH_AMERICA","California","2022"," 6","19","2022-06-19","2022-07-02T02:45:29.000+00:00","2023-02-20T17:04:53.054+00:00","https://www.inaturalist.org/observations/123614840","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","ericaharris123","Rudyard","WGS84","Amphibia","US","United States of America","ericaharris123","123614840","ericaharris123","Coordinate uncertainty increased to 28359m at the request of the observer","2022-06-19 14:28:07-07:00","Observations","3859708280","California, US","https://www.inaturalist.org/observations/123614840","67016","123614840","iNaturalist","14:28:07-07:00","wild","273713574",NA,"Around 10 adults and 20 tadpoles observed at this remnant population","sweet!",NA
"143","Rana draytonii Baird & Girard, 1852","-115.6251","30.86814","cdc,cdround","gbif","3858861273","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:37.974+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T01:56:41","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-06-27T12:37:16.000+00:00","2023-02-20T17:12:37.974+00:00","https://www.inaturalist.org/observations/123634836","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Andrea Navarro","Andrea Navarro","WGS84","Amphibia","MX","Mexico","Andrea Navarro","123634836","andrea_navarro20","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 21:50:02","Observations","3858861273","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123634836","67016","123634836","iNaturalist","21:50:02-07:00","wild","273741033",NA,NA,NA,NA
"144","Rana draytonii Baird & Girard, 1852","-115.7647","30.92876","cdc,cdround","gbif","3860426221","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:04:58.197+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T02:01:59","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-06-27T17:25:23.000+00:00","2023-02-20T17:04:58.197+00:00","https://www.inaturalist.org/observations/123635335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Andrea Navarro","Andrea Navarro","WGS84","Amphibia","MX","Mexico","Andrea Navarro","123635335","andrea_navarro20","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 21:32:25","Observations","3860426221","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123635335","67016","123635335","iNaturalist","21:32:25-07:00","wild","273742161",NA,NA,NA,NA
"145","Rana draytonii Baird & Girard, 1852","-115.6759","30.80416","cdc,cdround","gbif","3859315274","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:04:43.712+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T02:02:42","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-06-27T12:37:13.000+00:00","2023-02-20T17:04:43.712+00:00","https://www.inaturalist.org/observations/123635420","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Andrea Navarro","Andrea Navarro","WGS84","Amphibia","MX","Mexico","Andrea Navarro","123635420","andrea_navarro20","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 21:25:54","Observations","3859315274","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123635420","67016","123635420","iNaturalist","21:25:54-07:00","wild","273742340",NA,NA,NA,NA
"146","Rana draytonii Baird & Girard, 1852","-115.6135","30.81000","cdc,cdround","gbif","3859168402","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:12.189+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T05:12:37","29304","NORTH_AMERICA","Baja California","2022"," 6","26","2022-06-26","2022-06-27T18:55:34.000+00:00","2023-02-20T17:05:12.189+00:00","https://www.inaturalist.org/observations/123652516","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","andreagomezb","andreagomezb","WGS84","Amphibia","MX","Mexico","andreagomezb","123652516","andreagomezb","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022/06/26 10:43 AM","Observations","3859168402","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123652516","67016","123652516","iNaturalist","10:43:00-07:00","wild","273778357",NA,NA,NA,NA
"147","Rana draytonii Baird & Girard, 1852","-115.6607","30.88268","cdc,cdround","gbif","3889191429","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:10:55.402+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T22:07:11","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-08-09T16:45:20.000+00:00","2023-02-20T17:10:55.402+00:00","https://www.inaturalist.org/observations/123752696","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Diego Maldonado","Diego Maldonado","WGS84","Amphibia","MX","Mexico","Diego Maldonado","123752696","el_maldo","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022/06/25 8:39 PM","Observations","3889191429","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123752696","67016","123752696","iNaturalist","20:39:00-07:00","wild","273995201",NA,NA,NA,NA
"148","Rana draytonii Baird & Girard, 1852","-115.7740","30.82027","cdc,cdround","gbif","3873719792","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:14:15.069+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-27T22:07:12","29304","NORTH_AMERICA","Baja California","2022"," 6","27","2022-06-27","2022-07-13T17:34:32.000+00:00","2023-02-20T17:14:15.069+00:00","https://www.inaturalist.org/observations/123752698","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Diego Maldonado","Diego Maldonado","WGS84","Amphibia","MX","Mexico","Diego Maldonado","123752698","el_maldo","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022/06/27 8:39 PM","Observations","3873719792","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123752698","67016","123752698","iNaturalist","20:39:00-07:00","wild","273995205",NA,NA,NA,NA
"149","Rana draytonii Baird & Girard, 1852","-115.7594","30.83700","cdc,cdround","gbif","3859319602","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:03:37.135+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-28T20:15:26","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-06-29T01:33:34.000+00:00","2023-02-20T17:03:37.135+00:00","https://www.inaturalist.org/observations/123878024","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","estefany_sanchez","estefany_sanchez","WGS84","Amphibia","MX","Mexico","estefany_sanchez","123878024","estefany_sanchez","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 21:14:00-07:00","Observations","3859319602","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123878024","67016","123878024","iNaturalist","21:14:00-07:00","wild","274286045",NA,NA,NA,NA
"150","Rana draytonii Baird & Girard, 1852","-121.5890","37.69704","cdc,cdround","gbif","3858886525","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:48.014+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-28T23:17:08","28359","NORTH_AMERICA","California","2022"," 6","25","2022-06-25","2022-06-29T06:17:33.000+00:00","2023-02-20T17:12:48.014+00:00","https://www.inaturalist.org/observations/123899152","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","coolpapa1","coolpapa1","WGS84","Amphibia","US","United States of America","coolpapa1","123899152","coolpapa1","Coordinate uncertainty increased to 28359m at the request of the observer","2022-06-25 21:59:35-07:00","Observations","3858886525","California, US","https://www.inaturalist.org/observations/123899152","67016","123899152","iNaturalist","21:59:35-07:00","wild","274327521",NA,NA,NA,NA
"151","Rana draytonii Baird & Girard, 1852","-115.6817","30.82618","cdc,cdround","gbif","3963407472","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:51.084+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-06-29T16:59:04","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-11-07T20:37:08.000+00:00","2023-02-20T17:05:51.084+00:00","https://www.inaturalist.org/observations/123988221","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","danielaceja01","danielaceja01","WGS84","Amphibia","MX","Mexico","danielaceja01","123988221","danielaceja01","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 09:32:00-07:00","Observations","3963407472","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/123988221","67016","123988221","iNaturalist","09:32:00-07:00","wild","274516530",NA,NA,NA,NA
"152","Rana draytonii Baird & Girard, 1852","-115.7210","30.90741","cdc,cdround","gbif","3859047761","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:12:38.939+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-07-01T04:18:45","29304","NORTH_AMERICA","Baja California","2022"," 6","24","2022-06-24","2022-07-01T19:49:35.000+00:00","2023-02-20T17:12:38.939+00:00","https://www.inaturalist.org/observations/124205073","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","karen-pacheco","karen-pacheco","WGS84","Amphibia","MX","Mexico","karen-pacheco","124205073","karen-pacheco","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-24 20:24:22-07:00","Observations","3859047761","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/124205073","67016","124205073","iNaturalist","20:24:22-07:00","wild","274958249",NA,NA,NA,NA
"153","Rana draytonii Baird & Girard, 1852","-115.7767","30.89852","cdc,cdround","gbif","3858771885","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:05:18.382+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-07-01T05:47:42","29304","NORTH_AMERICA","Baja California","2022"," 6","25","2022-06-25","2022-07-01T17:45:48.000+00:00","2023-02-20T17:05:18.382+00:00","https://www.inaturalist.org/observations/124210767","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Andrea Navarro","Andrea Navarro","WGS84","Amphibia","MX","Mexico","Andrea Navarro","124210767","andrea_navarro20","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-25 12:27:51","Observations","3858771885","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/124210767","67016","124210767","iNaturalist","12:27:51-07:00","wild","274970953",NA,NA,NA,NA
"154","Rana draytonii Baird & Girard, 1852","-115.7854","30.88389","cdc,cdround","gbif","3873800529","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:03:31.592+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-07-09T20:35:10","29304","NORTH_AMERICA","Baja California","2022"," 6","24","2022-06-24","2022-07-10T04:52:29.000+00:00","2023-02-20T17:03:31.592+00:00","https://www.inaturalist.org/observations/125506099","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Andrea Navarro","Andrea Navarro","WGS84","Amphibia","MX","Mexico","Andrea Navarro","125506099","andrea_navarro20","Coordinate uncertainty increased to 29304m to protect threatened taxon","2022-06-24 21:18:22","Observations","3873800529","Ensenada, MX-BN, MX","https://www.inaturalist.org/observations/125506099","67016","125506099","iNaturalist","21:18:22-07:00","wild","277574684",NA,NA,NA,NA
"155","Rana draytonii Baird & Girard, 1852","-119.4284","37.77896","cdc,cdround","gbif","3881446634","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:10:54.441+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-07-27T11:23:05","28359","NORTH_AMERICA","California","2022"," 6","14","2022-06-14","2022-10-04T15:57:44.000+00:00","2023-02-20T17:10:54.441+00:00","https://www.inaturalist.org/observations/128125523","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Y. K. L.","Y. K. L.","WGS84","Amphibia","US","United States of America","Y. K. L.","128125523","voleman","Coordinate uncertainty increased to 28359m to protect threatened taxon","2022/06/14 11:47 AM","Observations","3881446634","Yosemite National Park, US-CA, US","https://www.inaturalist.org/observations/128125523","67016","128125523","iNaturalist","11:47:00-07:00","wild","282934648",NA,NA,NA,NA
"156","Rana draytonii Baird & Girard, 1852","-121.6303","37.36506","cdc,cdround","gbif","3994116856","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:14:09.912+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-12-08T18:35:39","28417","NORTH_AMERICA","California","2022"," 6","28","2022-06-28","2022-12-09T07:09:52.000+00:00","2023-02-20T17:14:09.912+00:00","https://www.inaturalist.org/observations/143951333","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Tim Miller","Tim Miller","WGS84","Amphibia","US","United States of America","Tim Miller","143951333","t1m1ll3r","Coordinate uncertainty increased to 28417m to protect threatened taxon","2022-06-28 22:02:45-07:00","Observations","3994116856","UC Natural Reserve System, US-CA, US","https://www.inaturalist.org/observations/143951333","67016","143951333","iNaturalist","22:02:45-07:00","wild","319134862",NA,NA,NA,NA
"157","Rana draytonii Baird & Girard, 1852","-121.6991","37.54713","cdc,cdround","gbif","4014907097","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:14:36.921+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2023-01-07T01:23:23","28388","NORTH_AMERICA","California","2022"," 6"," 7","2022-06-07","2023-01-07T07:25:15.000+00:00","2023-02-20T17:14:36.921+00:00","https://www.inaturalist.org/observations/146003142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","FALSE","iNaturalist research-grade observations","Lora Roame","Lora Roame","WGS84","Amphibia","US","United States of America","Lora Roame","146003142","lora_roams","Coordinate uncertainty increased to 28388m at the request of the observer","2022/06/07 11:17 AM","Observations","4014907097","California, US","https://www.inaturalist.org/observations/146003142","67016","146003142","iNaturalist","11:17:00-07:00","wild","325436333",NA,"Found during a survey. Observed several Adult CRLF through binoculars.",NA,NA
"158","Rana draytonii Baird & Girard, 1852","-122.4279","37.51981","cdc,cdround","gbif","3860158943","Rana draytonii Baird & Girard, 1852","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-02-20T12:25:26.648+00:00","2023-02-20T17:06:13.638+00:00","342","28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT","2426756","1","44","131","952","6746","2422253","2426756","2426756","Rana draytonii Baird & Girard, 1852","Animalia","Chordata","Anura","Ranidae","Rana","Rana draytonii","Rana","draytonii","SPECIES","ACCEPTED","VU","2022-07-02T23:52:11","28388","NORTH_AMERICA","California","2022"," 7"," 2","2022-07-02","2022-07-03T09:07:36.000+00:00","2023-02-20T17:06:13.638+00:00","https://www.inaturalist.org/observations/124474077","http://creativecommons.org/licenses/by/4.0/legalcode","FALSE","iNaturalist research-grade observations","Cricket Raspet","Cricket Raspet","WGS84","Amphibia","US","United States of America","Cricket Raspet","124474077","chilipossum","Coordinate uncertainty increased to 28388m to protect threatened taxon","2022-07-02 16:23:58-07:00","Observations","3860158943","California, US","https://www.inaturalist.org/observations/124474077","67016","124474077","iNaturalist","16:23:58-07:00","wild","275494759",NA,NA,NA,NA
